time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-54-47_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': 3.1375632286071777; 'x': 0.012449625879526138; 'z': 0.012054809369146824},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401323; 'x': 41.5194375; 'z': 0.22},{'y': -0.07; 'x': 0.0; 'z': 0.0},179,ALT_HOLD
2017_07_18__14-56-57_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.1136386394500732; 'x': 0.007479092106223106; 'z': 0.009499925188720226},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0728010982275,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0728010982275,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.109999999404,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.109999999404,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.109999999404,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.109999999404,PHYS_2,{'y': -86.2401239; 'x': 41.5194287; 'z': -0.21},{'y': -0.01; 'x': 0.0; 'z': 0.01},181,ALT_HOLD
2017_07_18__14-56-57_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.109999999404,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.109999999404,PHYS_2,{'y': -86.2401237; 'x': 41.5194287; 'z': -0.25},{'y': 0.0; 'x': -0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-57_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.109999999404,{'y': -3.113635540008545; 'x': 0.007314790040254593; 'z': 0.009238834492862225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.109999999404,PHYS_2,{'y': -86.2401237; 'x': 41.5194287; 'z': -0.25},{'y': 0.0; 'x': -0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.113668203353882; 'x': 0.007028594613075256; 'z': 0.008990398608148098},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401237; 'x': 41.5194287; 'z': -0.25},{'y': 0.0; 'x': -0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.113668203353882; 'x': 0.007028594613075256; 'z': 0.008990398608148098},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401237; 'x': 41.5194287; 'z': -0.25},{'y': 0.0; 'x': -0.01; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401238; 'x': 41.5194286; 'z': -0.28},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1136324405670166; 'x': 0.006843233481049538; 'z': 0.009012107737362385},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.32},{'y': -0.01; 'x': -0.03; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-58_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.114017546177,{'y': -3.1136016845703125; 'x': 0.006618957966566086; 'z': 0.008991879411041737},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.114017546177,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.32},{'y': -0.01; 'x': -0.03; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.114017546177,{'y': -3.1136016845703125; 'x': 0.006618957966566086; 'z': 0.008991879411041737},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.114017546177,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.32},{'y': -0.01; 'x': -0.03; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.114017546177,{'y': -3.1136016845703125; 'x': 0.006618957966566086; 'z': 0.008991879411041737},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.114017546177,PHYS_2,{'y': -86.2401239; 'x': 41.5194285; 'z': -0.32},{'y': -0.01; 'x': -0.03; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.114017546177,{'y': -3.1136016845703125; 'x': 0.006618957966566086; 'z': 0.008991879411041737},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.114017546177,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.114017546177,{'y': -3.113611936569214; 'x': 0.00639142282307148; 'z': 0.009012608788907528},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.114017546177,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.113611936569214; 'x': 0.00639142282307148; 'z': 0.009012608788907528},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.113611936569214; 'x': 0.00639142282307148; 'z': 0.009012608788907528},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.113611936569214; 'x': 0.00639142282307148; 'z': 0.009012608788907528},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.113611936569214; 'x': 0.00639142282307148; 'z': 0.009012608788907528},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.240124; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.113607883453369; 'x': 0.006589150056242943; 'z': 0.008884287439286709},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401241; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-56-59_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.113607883453369; 'x': 0.006589150056242943; 'z': 0.008884287439286709},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401241; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.113607883453369; 'x': 0.006589150056242943; 'z': 0.008884287439286709},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401241; 'x': 41.5194282; 'z': -0.36},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.113607883453369; 'x': 0.006589150056242943; 'z': 0.008884287439286709},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194282; 'z': -0.38},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_780,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.113630533218384; 'x': 0.006611557677388191; 'z': 0.008869477547705173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-00_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0424264073372,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0424264073372,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401243; 'x': 41.5194281; 'z': -0.41},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_379,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.1136155128479004; 'x': 0.006567653268575668; 'z': 0.008810806088149548},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0943398103118,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0943398103118,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-01_979,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401246; 'x': 41.5194285; 'z': -0.45},{'y': -0.02; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_179,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_279,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_380,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.113654613494873; 'x': 0.007243005558848381; 'z': 0.008875946514308453},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_479,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.1135637760162354; 'x': 0.007292341440916061; 'z': 0.008634538389742374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_579,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -3.1135637760162354; 'x': 0.007292341440916061; 'z': 0.008634538389742374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0799999982119,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_679,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.1135637760162354; 'x': 0.007292341440916061; 'z': 0.008634538389742374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_779,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.1135637760162354; 'x': 0.007292341440916061; 'z': 0.008634538389742374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401244; 'x': 41.5194286; 'z': -0.51},{'y': -0.01; 'x': -0.02; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_879,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.1135637760162354; 'x': 0.007292341440916061; 'z': 0.008634538389742374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401242; 'x': 41.5194289; 'z': -0.56},{'y': 0.0; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-02_980,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.1135952472686768; 'x': 0.007616445422172546; 'z': 0.008442956022918224},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401242; 'x': 41.5194289; 'z': -0.56},{'y': 0.0; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
2017_07_18__14-57-03_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1135952472686768; 'x': 0.007616445422172546; 'z': 0.008442956022918224},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401242; 'x': 41.5194289; 'z': -0.56},{'y': 0.0; 'x': 0.0; 'z': 0.0},181,ALT_HOLD
